# Parameters: L=350.0, E=3.0, rs=30.0, N=10.0, xi=30.0
r,f,Lc,pf
1.002387387387387463e+02,5.273351727651575116e-01,3.499991882153638585e+02,2.705948963449629709e-06
1.005855855855855907e+02,5.296924525554971286e-01,3.499992436404363048e+02,2.521198692608558461e-06
1.009324324324324351e+02,5.320554507171287861e-01,3.499992954022227423e+02,2.348659377678674540e-06
1.012792792792792795e+02,5.344241987907579761e-01,3.499993437348911129e+02,2.187550460604914825e-06
1.016261261261261239e+02,5.367987285590045676e-01,3.499993888581457782e+02,2.037139593890393724e-06
1.019729729729729826e+02,5.391790720472673382e-01,3.499994309780898334e+02,1.896739766243176410e-06
1.023198198198198270e+02,5.415652615246543400e-01,3.499994702880381965e+02,1.765706593471375929e-06
1.026666666666666714e+02,5.439573295049824342e-01,3.499995069692835727e+02,1.643435765477795874e-06
1.030135135135135158e+02,5.463553087478402182e-01,3.499995411918185937e+02,1.529360640692825170e-06
1.033603603603603602e+02,5.487592322597155681e-01,3.499995731150148686e+02,1.422949979745523139e-06
1.037072072072072046e+02,5.511691332951798028e-01,3.499996028882642349e+02,1.323705810611789485e-06
1.040540540540540633e+02,5.535850453581361297e-01,3.499996306515807305e+02,1.231161417893599298e-06
1.044009009009009077e+02,5.560070022031198267e-01,3.499996565361701073e+02,1.144879449278612144e-06
1.047477477477477521e+02,5.584350378366556011e-01,3.499996806649642735e+02,1.064450132603118674e-06
1.050945945945945965e+02,5.608691865186741232e-01,3.499997031531240168e+02,9.894895972962022027e-07
1.054414414414414409e+02,5.633094827639723023e-01,3.499997241085143855e+02,9.196382943202511404e-07
1.057882882882882853e+02,5.657559613437324053e-01,3.499997436321495456e+02,8.545595090409837051e-07
1.061351351351351440e+02,5.682086572870880259e-01,3.499997618186133082e+02,7.939379617635627102e-07
1.064819819819819884e+02,5.706676058827393483e-01,3.499997787564541909e+02,7.374784909576363244e-07
1.068288288288288328e+02,5.731328426806149290e-01,3.499997945285568903e+02,6.849048144660312720e-07
1.071756756756756772e+02,5.756044034935846598e-01,3.499998092124917548e+02,6.359583642492592239e-07
1.075225225225225216e+02,5.780823243992121441e-01,3.499998228808437375e+02,5.903971904621863503e-07
1.078693693693693660e+02,5.805666417415568104e-01,3.499998356015213972e+02,5.479949308900678478e-07
1.082162162162162247e+02,5.830573921330176601e-01,3.499998474380479934e+02,5.085398419902980669e-07
1.085630630630630691e+02,5.855546124562204247e-01,3.499998584498340506e+02,4.718338879935387589e-07
1.089099099099099135e+02,5.880583398659475769e-01,3.499998686924349727e+02,4.376918847141778433e-07
1.092567567567567579e+02,5.905686117911096433e-01,3.499998782177918315e+02,4.059406949060869430e-07
1.096036036036036023e+02,5.930854659367571502e-01,3.499998870744585702e+02,3.764184721755781188e-07
1.099504504504504467e+02,5.956089402861326487e-01,3.499998953078150521e+02,3.489739506301223307e-07
1.102972972972973054e+02,5.981390731027641516e-01,3.499999029602669225e+02,3.234657775990295399e-07
1.106441441441441498e+02,6.006759029325948740e-01,3.499999100714341012e+02,2.997618869115662612e-07
1.109909909909909942e+02,6.032194686061550515e-01,3.499999166783270539e+02,2.777389103591207549e-07
1.113378378378378386e+02,6.057698092407696189e-01,3.499999228155126048e+02,2.572816251016615860e-07
1.116846846846846830e+02,6.083269642428037471e-01,3.499999285152696302e+02,2.382824349050586500e-07
1.120315315315315416e+02,6.108909733099477934e-01,3.499999338077350899e+02,2.206408832153206152e-07
1.123783783783783861e+02,6.134618764335381114e-01,3.499999387210411896e+02,2.042631961888912096e-07
1.127252252252252305e+02,6.160397139009134992e-01,3.499999432814439047e+02,1.890618539049617674e-07
1.130720720720720749e+02,6.186245262978115056e-01,3.499999475134436011e+02,1.749551880867657018e-07
1.134189189189189193e+02,6.212163545107968199e-01,3.499999514398986094e+02,1.618670047544153381e-07
1.137657657657657637e+02,6.238152397297306306e-01,3.499999550821309526e+02,1.497262303219894509e-07
1.141126126126126223e+02,6.264212234502714027e-01,3.499999584600261073e+02,1.384665797370130817e-07
1.144594594594594668e+02,6.290343474764146237e-01,3.499999615921264535e+02,1.280262453409642982e-07
1.148063063063063112e+02,6.316546539230664115e-01,3.499999644957184728e+02,1.183476052056847907e-07
1.151531531531531556e+02,6.342821852186536491e-01,3.499999671869151143e+02,1.093769497724484414e-07
1.155000000000000000e+02,6.369169841077695349e-01,3.499999696807323062e+02,1.010642256884287872e-07
1.158468468468468444e+02,6.395590936538549931e-01,3.499999719911612601e+02,9.336279579945593822e-08
1.161936936936937030e+02,6.422085572419139465e-01,3.499999741312357173e+02,8.622921431854980108e-08
1.165405405405405475e+02,6.448654185812665585e-01,3.499999761130951015e+02,7.962301624690976282e-08
1.168873873873873919e+02,6.475297217083347823e-01,3.499999779480439770e+02,7.350652017805749930e-08
1.172342342342342363e+02,6.502015109894667688e-01,3.499999796466069029e+02,6.784464366677321717e-08
1.175810810810810807e+02,6.528808311237955797e-01,3.499999812185808992e+02,6.260473039257999520e-08
1.179279279279279251e+02,6.555677271461317623e-01,3.499999826730834798e+02,5.775638839291131615e-08
1.182747747747747837e+02,6.582622444298950048e-01,3.499999840185984112e+02,5.327133868389335894e-08
1.186216216216216282e+02,6.609644286900788757e-01,3.499999852630179475e+02,4.912327362708750856e-08
1.189684684684684726e+02,6.636743259862538658e-01,3.499999864136826773e+02,4.528772443860727844e-08
1.193153153153153170e+02,6.663919827256046258e-01,3.499999874774188129e+02,4.174193727295687077e-08
1.196621621621621614e+02,6.691174456660046177e-01,3.499999884605728084e+02,3.846475734779850370e-08
1.200090090090090058e+02,6.718507619191286251e-01,3.499999893690438171e+02,3.543652060778714875e-08
1.203558558558558644e+02,6.745919789535990141e-01,3.499999902083142729e+02,3.263895245571111389e-08
1.207027027027027088e+02,6.773411445981710743e-01,3.499999909834780283e+02,3.005507310752639259e-08
1.210495495495495533e+02,6.800983070449564405e-01,3.499999916992672411e+02,2.766910915461165304e-08
1.213963963963963977e+02,6.828635148526822629e-01,3.499999923600767033e+02,2.546641094174753899e-08
1.217432432432432421e+02,6.856368169499871268e-01,3.499999929699873746e+02,2.343337539303886422e-08
1.220900900900900865e+02,6.884182626387594928e-01,3.499999935327878120e+02,2.155737394034157943e-08
1.224369369369369451e+02,6.912079015975096663e-01,3.499999940519944062e+02,1.982668522980028506e-08
1.227837837837837895e+02,6.940057838847825122e-01,3.499999945308703104e+02,1.823043230190125705e-08
1.231306306306306340e+02,6.968119599426103594e-01,3.499999949724427779e+02,1.675852395910127075e-08
1.234774774774774784e+02,6.996264806000022096e-01,3.499999953795199872e+02,1.540160005264409633e-08
1.238243243243243228e+02,7.024493970764761341e-01,3.499999957547058784e+02,1.415098043669346644e-08
1.241711711711711814e+02,7.052807609856284188e-01,3.499999961004148190e+02,1.299861735345883497e-08
1.245180180180180258e+02,7.081206243387447863e-01,3.499999964188846775e+02,1.193705102761020954e-08
1.248648648648648702e+02,7.109690395484532521e-01,3.499999967121894997e+02,1.095936826203629334e-08
1.252117117117117147e+02,7.138260594324160602e-01,3.499999969822508206e+02,1.005916383993791304e-08
1.255585585585585591e+02,7.166917372170644729e-01,3.499999972308486349e+02,9.230504550411350430e-09
1.259054054054054035e+02,7.195661265413760832e-01,3.499999974596312882e+02,8.467895666115118578e-09
1.262522522522522621e+02,7.224492814606925384e-01,3.499999976701250830e+02,7.766249712366204620e-09
1.265990990990991065e+02,7.253412564505823390e-01,3.499999978637428057e+02,7.120857377113224105e-09
1.269459459459459509e+02,7.282421064107459374e-01,3.499999980417918550e+02,6.527360420732180468e-09
1.272927927927927954e+02,7.311518866689642460e-01,3.499999982054820862e+02,5.981726453510220222e-09
1.276396396396396398e+02,7.340706529850937745e-01,3.499999983559323482e+02,5.480225457062631028e-09
1.279864864864864842e+02,7.369984615551009588e-01,3.499999984941776461e+02,5.019407933800420755e-09
1.283333333333333428e+02,7.399353690151495577e-01,3.499999986211746545e+02,4.596084575953464131e-09
1.286801801801801730e+02,7.428814324457269080e-01,3.499999987378078004e+02,4.207307352597401308e-09
1.290270270270270316e+02,7.458367093758213606e-01,3.499999988448944350e+02,3.850351919641742201e-09
1.293738738738738903e+02,7.488012577871419051e-01,3.499999989431896097e+02,3.522701263853110353e-09
1.297207207207207205e+02,7.517751361183885317e-01,3.499999990333908499e+02,3.222030497720942507e-09
1.300675675675675791e+02,7.547584032695724421e-01,3.499999991161421917e+02,2.946192727356541382e-09
1.304144144144144093e+02,7.577511186063771165e-01,3.499999991920382172e+02,2.693205920664409325e-09
1.307612612612612679e+02,7.607533419645766681e-01,3.499999992616278064e+02,2.461240707756876566e-09
1.311081081081080981e+02,7.637651336544987180e-01,3.499999993254172637e+02,2.248609050024555539e-09
1.314549549549549567e+02,7.667865544655390053e-01,3.499999993838738988e+02,2.053753718435109414e-09
1.318018018018018154e+02,7.698176656707278465e-01,3.499999994374284711e+02,1.875238525533614807e-09
1.321486486486486456e+02,7.728585290313461087e-01,3.499999994864782025e+02,1.711739259273612728e-09
1.324954954954955042e+02,7.759092068015942534e-01,3.499999995313893919e+02,1.562035270231762501e-09
1.328423423423423344e+02,7.789697617333135593e-01,3.499999995724995188e+02,1.425001666967952441e-09
1.331891891891891930e+02,7.820402570807626352e-01,3.499999996101194029e+02,1.299602077296753183e-09
1.335360360360360517e+02,7.851207566054434484e-01,3.499999996445354213e+02,1.184881936050058001e-09
1.338828828828828819e+02,7.882113245809874158e-01,3.499999996760113277e+02,1.079962262544083928e-09
1.342297297297297405e+02,7.913120257980932326e-01,3.499999997047898432e+02,9.840338934299822909e-10
1.345765765765765707e+02,7.944229255695214320e-01,3.499999997310943627e+02,8.963521389138885201e-10
1.349234234234234293e+02,7.975440897351467884e-01,3.499999997551304318e+02,8.162318324910947058e-10
1.352702702702702879e+02,8.006755846670661203e-01,3.499999997770871687e+02,7.430427463582296111e-10
1.356171171171171181e+02,8.038174772747666008e-01,3.499999997971384005e+02,6.762053465557212083e-10
1.359639639639639768e+02,8.069698350103522433e-01,3.499999998154439140e+02,6.151868636586012319e-10
1.363108108108108070e+02,8.101327258738271198e-01,3.499999998321507064e+02,5.594976564844718501e-10
1.366576576576576656e+02,8.133062184184449706e-01,3.499999998473936671e+02,5.086878478300767087e-10
1.370045045045044958e+02,8.164903817561137700e-01,3.499999998612967147e+02,4.623442126899113387e-10
1.373513513513513544e+02,8.196852855628664614e-01,3.499999998739738203e+02,4.200873007567860035e-10
1.376981981981982130e+02,8.228910000843928652e-01,3.499999998855293484e+02,3.815687762625924386e-10
1.380450450450450433e+02,8.261075961416344260e-01,3.499999998960593075e+02,3.464689593920628987e-10
1.383918918918919019e+02,8.293351451364449067e-01,3.499999999056516344e+02,3.144945545992194551e-10
1.387387387387387321e+02,8.325737190573174740e-01,3.499999999143870468e+02,2.853765521798744835e-10
1.390855855855855907e+02,8.358233904851725127e-01,3.499999999223394980e+02,2.588682904090550707e-10
1.394324324324324493e+02,8.390842325992179385e-01,3.499999999295769157e+02,2.347436664433240809e-10
1.397792792792792795e+02,8.423563191828765673e-01,3.499999999361613732e+02,2.127954850196441719e-10
1.401261261261261382e+02,8.456397246297787662e-01,3.499999999421498273e+02,1.928339347576672271e-10
1.404729729729729684e+02,8.489345239498279350e-01,3.499999999475944605e+02,1.746851825952057106e-10
1.408198198198198270e+02,8.522407927753362644e-01,3.499999999525429644e+02,1.581900775605417963e-10
1.411666666666666572e+02,8.555586073672289960e-01,3.499999999570391083e+02,1.432029557131475486e-10
1.415135135135135158e+02,8.588880446213270625e-01,3.499999999611228532e+02,1.295905386694047275e-10
1.418603603603603744e+02,8.622291820746958990e-01,3.499999999648307494e+02,1.172309186749358417e-10
1.422072072072072046e+02,8.655820979120735226e-01,3.499999999681962208e+02,1.060126236925429183e-10
1.425540540540540633e+02,8.689468709723736639e-01,3.499999999712498493e+02,9.583375644727089423e-11
1.429009009009008935e+02,8.723235807552607302e-01,3.499999999740196586e+02,8.660120180986178218e-11
1.432477477477477521e+02,8.757123074278112540e-01,3.499999999765310577e+02,7.822989730903210119e-11
1.435945945945946107e+02,8.791131318312416232e-01,3.499999999788073524e+02,7.064216194378919544e-11
1.439414414414414409e+02,8.825261354877257380e-01,3.499999999808698590e+02,6.376707882097356213e-11
1.442882882882882996e+02,8.859514006072888304e-01,3.499999999827380179e+02,5.753992747254092787e-11
1.446351351351351298e+02,8.893890100947818844e-01,3.499999999844295075e+02,5.190166201311492877e-11
1.449819819819819884e+02,8.928390475569406570e-01,3.499999999859604713e+02,4.679843158277854096e-11
1.453288288288288470e+02,8.963015973095281863e-01,3.499999999873456318e+02,4.218113978437372017e-11
1.456756756756756772e+02,8.997767443845625657e-01,3.499999999885984607e+02,3.800504007004794133e-11
1.460225225225225358e+02,9.032645745376287616e-01,3.499999999897311795e+02,3.422936425975939423e-11
1.463693693693693660e+02,9.067651742552816918e-01,3.499999999907549295e+02,3.081698158608079185e-11
1.467162162162162247e+02,9.102786307625337914e-01,3.499999999916797719e+02,2.773408585608609348e-11
1.470630630630630549e+02,9.138050320304328400e-01,3.499999999925150291e+02,2.494990850335527782e-11
1.474099099099099135e+02,9.173444667837354904e-01,3.499999999932690571e+02,2.243645547220433523e-11
1.477567567567567721e+02,9.208970245086656181e-01,3.499999999939495297e+02,2.016826603305858071e-11
1.481036036036036023e+02,9.244627954607717024e-01,3.499999999945633249e+02,1.812219177322705202e-11
1.484504504504504609e+02,9.280418706728768008e-01,3.499999999951168661e+02,1.627719414209017426e-11
1.487972972972972912e+02,9.316343419631244460e-01,3.499999999956157239e+02,1.461415905454383261e-11
1.491441441441441498e+02,9.352403019431214659e-01,3.499999999960652985e+02,1.311572717219180127e-11
1.494909909909910084e+02,9.388598440261833877e-01,3.499999999964701374e+02,1.176613858887115302e-11
1.498378378378378386e+02,9.424930624356718800e-01,3.499999999968346742e+02,1.055109074624811357e-11
1.501846846846846972e+02,9.461400522134435498e-01,3.499999999971627176e+02,9.457608496974740056e-12
1.505315315315315274e+02,9.498009092283932198e-01,3.499999999974578486e+02,8.473925317813875849e-12
1.508783783783783861e+02,9.534757301851067846e-01,3.499999999977231937e+02,7.589374753662612690e-12
1.512252252252252163e+02,9.571646126326173176e-01,3.499999999979617087e+02,6.794291246032103899e-12
1.515720720720720749e+02,9.608676549732697580e-01,3.499999999981760084e+02,6.079919566669551660e-12
1.519189189189189335e+02,9.645849564716917346e-01,3.499999999983684802e+02,5.438332139049268831e-12
1.522657657657657637e+02,9.683166172638795199e-01,3.499999999985412842e+02,4.862353587771861539e-12
1.526126126126126223e+02,9.720627383663920096e-01,3.499999999986963530e+02,4.345491908847591870e-12
1.529594594594594525e+02,9.758234216856571663e-01,3.499999999988354489e+02,3.881875702710744333e-12
1.533063063063063112e+02,9.795987700273982579e-01,3.499999999989601633e+02,3.466196956920352715e-12
1.536531531531531698e+02,9.833888871061713388e-01,3.499999999990719175e+02,3.093658907126717283e-12
1.540000000000000000e+02,9.871938775550249678e-01,3.499999999991720188e+02,2.759928543271936965e-12
1.543468468468468586e+02,9.910138469352781643e-01,3.499999999992616608e+02,2.461093363396090947e-12
1.546936936936936888e+02,9.948489017464194895e-01,3.499999999993419237e+02,2.193622010051974373e-12
1.550405405405405475e+02,9.986991494361330268e-01,3.499999999994137170e+02,1.954328454402218594e-12
1.553873873873873777e+02,1.002564698410441713e+00,3.499999999994778932e+02,1.740339420774588266e-12
1.557342342342342363e+02,1.006445658043988445e+00,3.499999999995353051e+02,1.549064769958488854e-12
1.560810810810810949e+02,1.010342138690436764e+00,3.499999999995865210e+02,1.378170583011330971e-12
1.564279279279279251e+02,1.014254251693005537e+00,3.499999999996323368e+02,1.225554708951831035e-12
1.567747747747747837e+02,1.018182109395138646e+00,3.499999999996732072e+02,1.089324559598750088e-12
1.571216216216216139e+02,1.022125825151304790e+00,3.499999999997096438e+02,9.677769530962099345e-13
1.574684684684684726e+02,1.026085513337935406e+00,3.499999999997421583e+02,8.593798244733164935e-13
1.578153153153153312e+02,1.030061289364502475e+00,3.499999999997711484e+02,7.627556370317014495e-13
1.581621621621621614e+02,1.034053269684732657e+00,3.499999999997970122e+02,6.766663425436186640e-13
1.585090090090090200e+02,1.038061571807970651e+00,3.499999999998199769e+02,5.999997512729431405e-13
1.588558558558558502e+02,1.042086314310676665e+00,3.499999999998404974e+02,5.317571847937187234e-13
1.592027027027027088e+02,1.046127616848082864e+00,3.499999999998586873e+02,4.710422955565125681e-13
1.595495495495495675e+02,1.050185600165984834e+00,3.499999999998748876e+02,4.170509472230119245e-13
1.598963963963963977e+02,1.054260386112697123e+00,3.499999999998892690e+02,3.690620590214033324e-13
1.602432432432432563e+02,1.058352097651152901e+00,3.499999999999020588e+02,3.264293258394216816e-13
1.605900900900900865e+02,1.062460858871161928e+00,3.499999999999134275e+02,2.885737335263363560e-13
1.609369369369369451e+02,1.066586795001825738e+00,3.499999999999234888e+02,2.549767959785964354e-13
1.612837837837837753e+02,1.070730032424112688e+00,3.499999999999324700e+02,2.251744470873556820e-13
1.616306306306306340e+02,1.074890698683597323e+00,3.499999999999403713e+02,1.987515265784022333e-13
1.619774774774774926e+02,1.079068922503358730e+00,3.499999999999474198e+02,1.753368042207940975e-13
1.623243243243243228e+02,1.083264833797051852e+00,3.499999999999536158e+02,1.545984918604943403e-13
1.626711711711711814e+02,1.087478563682146904e+00,3.499999999999591296e+02,1.362401972881573498e-13
1.630180180180180116e+02,1.091710244493337756e+00,3.499999999999640181e+02,1.199972781102765360e-13
1.633648648648648702e+02,1.095960009796129953e+00,3.499999999999683382e+02,1.056335575929178753e-13
1.637117117117117289e+02,1.100227994400600151e+00,3.499999999999721467e+02,9.293836791690167931e-14
1.640585585585585591e+02,1.104514334375340745e+00,3.499999999999755005e+02,8.172388944979850885e-14
1.644054054054054177e+02,1.108819167061584787e+00,3.499999999999784563e+02,7.182275752905838173e-14
1.647522522522522479e+02,1.113142631087513656e+00,3.499999999999810711e+02,6.308591088492992968e-14
1.650990990990991065e+02,1.117484866382760123e+00,3.499999999999834017e+02,5.538065823314766507e-14
1.654459459459459367e+02,1.121846014193091934e+00,3.499999999999854481e+02,4.858894175534027981e-14
1.657927927927927954e+02,1.126226217095301019e+00,3.499999999999872102e+02,4.260577817770454788e-14
1.661396396396396540e+02,1.130625619012277649e+00,3.499999999999888018e+02,3.733785997257614879e-14
1.664864864864864842e+02,1.135044365228291552e+00,3.499999999999901661e+02,3.270230085813293146e-14
1.668333333333333428e+02,1.139482602404477518e+00,3.499999999999914166e+02,2.862551127288355379e-14
1.671801801801801730e+02,1.143940478594518861e+00,3.499999999999924967e+02,2.504219086655264768e-14
1.675270270270270316e+02,1.148418143260547142e+00,3.499999999999934062e+02,2.189442628934773367e-14
1.678738738738738903e+02,1.152915747289248616e+00,3.499999999999942588e+02,1.913088368831129166e-14
1.682207207207207205e+02,1.157433443008192064e+00,3.499999999999949978e+02,1.670608634236398887e-14
1.685675675675675791e+02,1.161971384202370006e+00,3.499999999999956231e+02,1.457976879597028400e-14
1.689144144144144093e+02,1.166529726130963285e+00,3.499999999999961915e+02,1.271629969337037708e-14
1.692612612612612679e+02,1.171108625544331483e+00,3.499999999999967031e+02,1.108416627875990858e-14
1.696081081081081265e+02,1.175708240701235141e+00,3.499999999999971010e+02,9.655514219616798011e-15
1.699549549549549567e+02,1.180328731386283359e+00,3.499999999999974989e+02,8.405737037023321463e-15
1.703018018018018154e+02,1.184970258927626308e+00,3.499999999999977831e+02,7.313109994146971794e-15
1.706486486486486456e+02,1.189632986214876675e+00,3.499999999999980673e+02,6.358463807430187475e-15
1.709954954954955042e+02,1.194317077717288456e+00,3.499999999999983515e+02,5.524894009351504860e-15
1.713423423423423344e+02,1.199022699502168665e+00,3.499999999999985789e+02,4.797502211388484289e-15
1.716891891891891930e+02,1.203750019253549075e+00,3.499999999999987494e+02,4.163165895072724408e-15
1.720360360360360517e+02,1.208499206291110406e+00,3.499999999999989200e+02,3.610333701558044228e-15
1.723828828828828819e+02,1.213270431589363652e+00,3.499999999999990337e+02,3.128843499291056164e-15
1.727297297297297405e+02,1.218063867797098743e+00,3.499999999999992042e+02,2.709760788305790584e-15
1.730765765765765707e+02,1.222879689257095670e+00,3.499999999999993179e+02,2.345235251176936580e-15
1.734234234234234293e+02,1.227718072026111829e+00,3.499999999999993747e+02,2.028373487339426205e-15
1.737702702702702879e+02,1.232579193895136482e+00,3.499999999999994884e+02,1.753126171662332912e-15
1.741171171171171181e+02,1.237463234409935886e+00,3.499999999999995453e+02,1.514188061981512307e-15
1.744639639639639768e+02,1.242370374891876850e+00,3.499999999999996021e+02,1.306909445697698829e-15
1.748108108108108070e+02,1.247300798459037185e+00,3.499999999999996589e+02,1.127217764290348629e-15
1.751576576576576656e+02,1.252254690047617025e+00,3.499999999999997158e+02,9.715482882929254052e-16
1.755045045045044958e+02,1.257232236433638572e+00,3.499999999999997726e+02,8.367828353771338327e-16
1.758513513513513544e+02,1.262233626254958496e+00,3.499999999999997726e+02,7.201956320213401524e-16
1.761981981981982130e+02,1.267259050033581413e+00,3.499999999999998295e+02,6.194055159960431524e-16
1.765450450450450433e+02,1.272308700198286679e+00,3.499999999999998295e+02,5.323337636703475577e-16
1.768918918918919019e+02,1.277382771107577142e+00,3.499999999999998863e+02,4.571669039160927476e-16
1.772387387387387321e+02,1.282481459072947416e+00,3.499999999999998863e+02,3.923239500532424035e-16
1.775855855855855907e+02,1.287604962382478346e+00,3.499999999999998863e+02,3.364275436486828216e-16
1.779324324324324493e+02,1.292753481324769638e+00,3.499999999999998863e+02,2.882785597836696242e-16
1.782792792792792795e+02,1.297927218213204670e+00,3.499999999999999432e+02,2.468337733035124885e-16
1.786261261261261382e+02,1.303126377410571468e+00,3.499999999999999432e+02,2.111862301547457157e-16
1.789729729729729684e+02,1.308351165354014523e+00,3.499999999999999432e+02,1.805480077408493752e-16
1.793198198198198270e+02,1.313601790580361861e+00,3.499999999999999432e+02,1.542350837739381225e-16
1.796666666666666856e+02,1.318878463751798735e+00,3.499999999999999432e+02,1.316540648087053841e-16
1.800135135135135158e+02,1.324181397681917893e+00,3.499999999999999432e+02,1.122905539111869827e-16
1.803603603603603744e+02,1.329510807362137115e+00,3.499999999999999432e+02,9.569896209795814549e-17
1.807072072072072046e+02,1.334866909988495998e+00,3.500000000000000000e+02,8.149359060231665055e-17
1.810540540540540633e+02,1.340249924988848873e+00,3.500000000000000000e+02,6.934083097349231564e-17
1.814009009009008935e+02,1.345660074050429200e+00,3.500000000000000000e+02,5.895234775387730338e-17
1.817477477477477521e+02,1.351097581147835403e+00,3.500000000000000000e+02,5.007912424196662847e-17
1.820945945945946107e+02,1.356562672571401063e+00,3.500000000000000000e+02,4.250626584671449127e-17
1.824414414414414409e+02,1.362055576955993441e+00,3.500000000000000000e+02,3.604846796098312208e-17
1.827882882882882996e+02,1.367576525310219449e+00,3.500000000000000000e+02,3.054606629827066174e-17
1.831351351351351298e+02,1.373125751046061938e+00,3.500000000000000000e+02,2.586159739999962675e-17
1.834819819819819884e+02,1.378703490008947430e+00,3.500000000000000000e+02,2.187680566722344362e-17
1.838288288288288470e+02,1.384309980508253268e+00,3.500000000000000000e+02,1.849004092296731915e-17
1.841756756756756772e+02,1.389945463348261523e+00,3.500000000000000000e+02,1.561399727921199587e-17
1.845225225225225358e+02,1.395610181859572307e+00,3.500000000000000000e+02,1.317375006375630199e-17
1.848693693693693660e+02,1.401304381930968512e+00,3.500000000000000000e+02,1.110505284457173056e-17
1.852162162162162247e+02,1.407028312041763929e+00,3.500000000000000000e+02,9.352861251027749962e-18
1.855630630630630549e+02,1.412782223294619888e+00,3.500000000000000000e+02,7.870054402546107557e-18
1.859099099099099135e+02,1.418566369448851727e+00,3.500000000000000000e+02,6.616328378131166703e-18
1.862567567567567721e+02,1.424381006954228202e+00,3.500000000000000000e+02,5.557239350524730506e-18
1.866036036036036023e+02,1.430226394985276706e+00,3.500000000000000000e+02,4.663376815972755238e-18
1.869504504504504609e+02,1.436102795476094762e+00,3.500000000000000000e+02,3.909649818927794297e-18
1.872972972972972912e+02,1.442010473155686423e+00,3.500000000000000000e+02,3.274671239694552793e-18
1.876441441441441498e+02,1.447949695583825802e+00,3.500000000000000000e+02,2.740227116992190825e-18
1.879909909909910084e+02,1.453920733187457071e+00,3.500000000000000000e+02,2.290819647660873469e-18
1.883378378378378386e+02,1.459923859297642679e+00,3.500000000000000000e+02,1.913273969835269426e-18
1.886846846846846972e+02,1.465959350187071797e+00,3.500000000000000000e+02,1.596400118274444414e-18
1.890315315315315274e+02,1.472027485108129863e+00,3.500000000000000000e+02,1.330702662841635325e-18
1.893783783783783861e+02,1.478128546331545667e+00,3.500000000000000000e+02,1.108131522553891437e-18
1.897252252252252447e+02,1.484262819185627524e+00,3.500000000000000000e+02,9.218683051633555811e-19
1.900720720720720749e+02,1.490430592096091633e+00,3.500000000000000000e+02,7.661432709096054945e-19
1.904189189189189335e+02,1.496632156626499288e+00,3.500000000000000000e+02,6.360786721759607552e-19
1.907657657657657637e+02,1.502867807519312260e+00,3.500000000000000000e+02,5.275547900214322882e-19
1.911126126126126223e+02,1.509137842737572122e+00,3.500000000000000000e+02,4.370954842901310399e-19
1.914594594594594525e+02,1.515442563507224616e+00,3.500000000000000000e+02,3.617705053476809778e-19
1.918063063063063112e+02,1.521782274360089060e+00,3.500000000000000000e+02,2.991121904985413657e-19
1.921531531531531698e+02,1.528157283177490111e+00,3.500000000000000000e+02,2.470444938748207989e-19
1.925000000000000000e+02,1.534567901234568099e+00,3.500000000000000000e+02,2.038225812819692747e-19
1.928468468468468586e+02,1.541014443245267707e+00,3.500000000000000000e+02,1.679814666094527632e-19
1.931936936936936888e+02,1.547497227408026754e+00,3.500000000000000000e+02,1.382923787685417601e-19
1.935405405405405475e+02,1.554016575452177751e+00,3.500000000000000000e+02,1.137257319198011533e-19
1.938873873873874061e+02,1.560572812685066424e+00,3.500000000000000000e+02,9.341973069379018197e-20
1.942342342342342363e+02,1.567166268039909660e+00,3.500000000000000000e+02,7.665377942565619212e-20
1.945810810810810949e+02,1.573797274124400847e+00,3.500000000000000000e+02,6.282598294962631806e-20
1.949279279279279251e+02,1.580466167270073274e+00,3.500000000000000000e+02,5.143412870824062953e-20
1.952747747747747837e+02,1.587173287582450687e+00,3.500000000000000000e+02,4.205962798628210534e-20
1.956216216216216139e+02,1.593918978991967439e+00,3.500000000000000000e+02,3.435396986815778263e-20
1.959684684684684726e+02,1.600703589305716878e+00,3.500000000000000000e+02,2.802730668540930490e-20
1.963153153153153312e+02,1.607527470259993763e+00,3.500000000000000000e+02,2.283884570213204657e-20
1.966621621621621614e+02,1.614390977573687991e+00,3.500000000000000000e+02,1.858876982758111373e-20
1.970090090090090200e+02,1.621294471002518556e+00,3.500000000000000000e+02,1.511145133253451375e-20
1.973558558558558502e+02,1.628238314394130803e+00,3.500000000000000000e+02,1.226975782115725175e-20
1.977027027027027088e+02,1.635222875744074766e+00,3.500000000000000000e+02,9.950279891289579237e-21
1.980495495495495675e+02,1.642248527252681445e+00,3.500000000000000000e+02,8.059335712310491530e-21
1.983963963963963977e+02,1.649315645382841922e+00,3.500000000000000000e+02,6.519629775253055894e-21
1.987432432432432563e+02,1.656424610918731277e+00,3.500000000000000000e+02,5.267461856152162654e-21
1.990900900900900865e+02,1.663575809025456431e+00,3.500000000000000000e+02,4.250398240150592792e-21
1.994369369369369451e+02,1.670769629309691640e+00,3.500000000000000000e+02,3.425330877386257897e-21
1.997837837837838038e+02,1.678006465881270337e+00,3.500000000000000000e+02,2.756861724465218228e-21
2.001306306306306340e+02,1.685286717415797053e+00,3.500000000000000000e+02,2.215959362292091450e-21
2.004774774774774926e+02,1.692610787218264079e+00,3.500000000000000000e+02,1.778843326176917556e-21
